name,position,college,draft_year,ras,metrics_used,forty,vertical,broad_jump,shuttle,cone,bench,ht_inches,wt_lbs,pfr_id,source
Trevor Etienne,RB,Georgia,2025,5.01,6,4.42,35.0,124.0,,,15.0,69.0,198.0,EtieTr01,nflverse-combine-derived
Mitchell Evans,TE,Notre Dame,2025,4.96,7,4.74,31.0,115.0,4.4,7.25,,77.0,258.0,EvanMi01,nflverse-combine-derived
Quinn Ewers,QB,Texas,2025,3.65,2,,,,,,,74.0,214.0,EwerQu00,nflverse-combine-derived
Da'Quan Felton,WR,Virginia Tech,2025,5.48,8,4.5,32.5,122.0,4.3,7.1,16.0,77.0,213.0,FeltDa00,nflverse-combine-derived
Tai Felton,WR,Maryland,2025,6.16,5,4.37,39.5,130.0,,,,73.0,183.0,FeltTa00,nflverse-combine-derived
Terrance Ferguson,TE,Oregon,2025,5.76,5,4.63,39.0,122.0,,,,77.0,247.0,FergTe00,nflverse-combine-derived
Dillon Gabriel,QB,Oregon,2025,1.68,2,,,,,,,71.0,205.0,GabrDi00,nflverse-combine-derived
Jacolby George,WR,Miami,2025,4.42,5,,32.5,120.0,,6.77,,71.0,172.0,GeorJa00,nflverse-combine-derived
DJ Giddens,RB,Kansas St.,2025,6.62,6,4.43,39.5,130.0,4.33,,,72.0,212.0,GiddDJ00,nflverse-combine-derived
Matthew Golden,WR,Texas,2025,5.88,3,4.29,,,,,,71.0,191.0,GoldMa02,nflverse-combine-derived
Omarion Hampton,RB,North Carolina,2025,6.14,7,4.46,38.0,130.0,4.4,,18.0,72.0,221.0,HampOm00,nflverse-combine-derived
Cleveland Harris,WR,Mississippi,2025,5.87,5,4.54,38.5,125.0,,,,74.0,205.0,HarrTr03,nflverse-combine-derived
RJ Harvey,RB,Central Florida,2025,5.38,7,4.4,38.0,127.0,4.34,,16.0,68.0,205.0,HarvRJ00,nflverse-combine-derived
Jackson Hawes,TE,Georgia Tech,2025,4.99,7,4.82,34.5,121.0,4.4,,16.0,77.0,253.0,HaweJa00,nflverse-combine-derived
Gunnar Helm,TE,Texas,2025,4.61,6,4.84,30.0,,4.4,7.15,,77.0,241.0,HelmGu00,nflverse-combine-derived
TreVeyon Henderson,RB,Ohio St.,2025,6.18,5,4.43,38.5,128.0,,,,70.0,202.0,HendTr02,nflverse-combine-derived
Seth Henigan,QB,Memphis,2025,4.7,7,4.76,31.5,114.0,4.44,7.34,,75.0,215.0,HeniSe00,nflverse-combine-derived
Jayden Higgins,WR,Iowa St.,2025,6.79,5,4.47,39.0,128.0,,,,76.0,214.0,HiggJa00,nflverse-combine-derived
Traeshon Holden,WR,Oregon,2025,5.04,5,4.57,32.0,123.0,,,,74.0,205.0,HoldTr00,nflverse-combine-derived
Tory Horton,WR,Colorado St.,2025,6.24,4,4.41,37.5,,,,,75.0,196.0,HortTo00,nflverse-combine-derived
Will Howard,QB,Ohio St.,2025,5.39,6,,31.5,112.0,4.33,7.13,,76.0,236.0,HowaWi01,nflverse-combine-derived
Kobe Hudson,WR,Central Florida,2025,4.88,5,4.57,35.0,122.0,,,,73.0,193.0,HudsKo00,nflverse-combine-derived
Jarquez Hunter,RB,Auburn,2025,5.05,6,4.44,33.5,120.0,,,21.0,69.0,204.0,HuntJa03,nflverse-combine-derived
Thomas Fidone II,TE,Nebraska,2025,5.99,7,4.7,35.5,126.0,4.29,7.01,,77.0,243.0,,nflverse-combine-derived
Oronde Gadsden II,TE,Syracuse,2025,4.25,4,,34.0,114.0,,,,77.0,243.0,GadsOr01,nflverse-combine-derived
Ollie Gordon II,RB,Oklahoma St.,2025,5.95,5,4.61,34.5,120.0,,,,73.0,226.0,GordOl00,nflverse-combine-derived
Luther Burden III,WR,Missouri,2025,6.03,3,4.41,,,,,,72.0,206.0,BurdLu00,nflverse-combine-derived
Ricky White III,WR,UNLV,2025,4.72,5,4.61,36.0,123.0,,,,73.0,184.0,WhitRi01,nflverse-combine-derived
Ulysses Bentley IV,RB,Mississippi,2025,4.56,5,4.62,32.5,117.0,,,,70.0,201.0,BentUl00,nflverse-combine-derived
Daniel Jackson,WR,Minnesota,2025,5.81,4,,,,4.07,6.78,,71.0,193.0,JackDa03,nflverse-combine-derived
Ja'Quinden Jackson,RB,Arkansas,2025,5.63,6,,32.0,119.0,4.36,7.19,,74.0,229.0,JackJa05,nflverse-combine-derived
Jordan James,RB,Oregon,2025,4.95,4,4.55,,117.0,,,,70.0,205.0,JameJo01,nflverse-combine-derived
Ashton Jeanty,RB,Boise St.,2025,3.72,2,,,,,,,69.0,211.0,JeanAs00,nflverse-combine-derived
Kaleb Johnson,RB,Iowa,2025,6.38,3,4.57,,,,,,73.0,224.0,JohnKa03,nflverse-combine-derived
Tez Johnson,WR,Oregon,2025,5.24,7,4.51,37.0,131.0,4.15,6.65,,70.0,154.0,JohnTe03,nflverse-combine-derived
Sam Brown Jr.,WR,Miami,2025,6.52,4,4.44,41.5,,,,,74.0,200.0,BrowSa01,nflverse-combine-derived
Harold Fannin Jr.,TE,Bowling Green,2025,5.23,8,4.71,34.0,118.0,4.39,6.97,22.0,75.0,241.0,FannHa00,nflverse-combine-derived
Jimmy Horn Jr.,WR,Colorado,2025,4.47,6,4.46,38.0,128.0,4.41,,,68.0,174.0,HornJi00,nflverse-combine-derived
Montrell Johnson Jr.,RB,Florida,2025,5.89,6,4.41,35.5,123.0,4.29,,,71.0,212.0,JohnMo00,nflverse-combine-derived
Dont'e Thornton Jr.,WR,Tennessee,2025,6.6,5,4.3,33.0,126.0,,,,77.0,205.0,ThorDo00,nflverse-combine-derived
Antwane Wells Jr.,WR,Mississippi,2025,5.02,5,4.58,34.0,124.0,,,,73.0,201.0,WellAn00,nflverse-combine-derived
Quinshon Judkins,RB,Ohio St.,2025,6.99,5,4.48,38.5,132.0,,,,72.0,221.0,JudkQu00,nflverse-combine-derived
Josh Kelly,WR,Texas Tech,2025,4.35,6,4.7,33.0,121.0,,7.02,,73.0,186.0,,nflverse-combine-derived
Corey Kiner,RB,Cincinnati,2025,4.68,4,4.57,,,,,19.0,69.0,209.0,KineCo00,nflverse-combine-derived
Brant Kuithe,TE,Utah,2025,2.16,2,,,,,,,74.0,236.0,KuitBr00,nflverse-combine-derived
Luke Lachey,TE,Iowa,2025,5.49,6,,35.0,120.0,4.47,7.18,,78.0,251.0,LachLu00,nflverse-combine-derived
KeAndre Lambert-Smith,WR,Auburn,2025,5.5,5,4.37,34.5,124.0,,,,73.0,190.0,LambKe01,nflverse-combine-derived
Joshua Lane,WR,Virginia Tech,2025,6.05,8,4.34,40.0,132.0,4.12,6.75,14.0,70.0,191.0,LaneJa00,nflverse-combine-derived
Riley Leonard,QB,Notre Dame,2025,4.75,2,,,,,,,76.0,216.0,LeonRi02,nflverse-combine-derived
Colston Loveland,TE,Michigan,2025,4.92,2,,,,,,,78.0,248.0,LoveCo00,nflverse-combine-derived
Dominic Lovett,WR,Georgia,2025,4.58,6,4.4,33.5,120.0,4.27,,,70.0,185.0,LoveDo00,nflverse-combine-derived
Phil Mafah,RB,Clemson,2025,6.56,2,,,,,,,73.0,234.0,MafaPh00,nflverse-combine-derived
Woody Marks,RB,USC,2025,5.17,7,4.54,35.0,119.0,4.24,,18.0,70.0,207.0,,nflverse-combine-derived
Damien Martinez,RB,Miami,2025,6.05,5,4.51,35.0,124.0,,,,72.0,217.0,MartDa02,nflverse-combine-derived
Moliki Matavao,TE,UCLA,2025,4.71,5,4.81,32.5,114.0,,,,78.0,260.0,MataMo00,nflverse-combine-derived
Kyle McCord,QB,Syracuse,2025,4.35,2,,,,,,,75.0,218.0,McCoKy00,nflverse-combine-derived
Bru McCoy,WR,Tennessee,2025,6.91,2,,,,,,,75.0,209.0,McCoBr00,nflverse-combine-derived
Tetairoa McMillan,WR,Arizona,2025,7.8,2,,,,,,,76.0,219.0,McMiTe00,nflverse-combine-derived
Graham Mertz,QB,Florida,2025,4.04,2,,,,,,,75.0,212.0,MertGr00,nflverse-combine-derived
Jalen Milroe,QB,Alabama,2025,3.8,2,,,,,,,74.0,217.0,MilrJa00,nflverse-combine-derived
Kyle Monangai,RB,Rutgers,2025,4.64,5,4.6,34.5,117.0,,,,68.0,211.0,MonaKy00,nflverse-combine-derived
Kalel Mullings,RB,Michigan,2025,6.66,2,,,,,,,74.0,226.0,MullKa00,nflverse-combine-derived
Konata Mumpfield,WR,Pittsburgh,2025,4.57,5,4.59,36.0,124.0,,,,71.0,186.0,MumpKo00,nflverse-combine-derived
Nick Nash,WR,San Jose St.,2025,5.35,5,4.57,34.0,123.0,,,,75.0,203.0,NashNi00,nflverse-combine-derived
